Marca_Temporal,Ciudad,Barrio,Tipo_Vivienda,Integrantes_Familia,Tipo_Mascotas,Perros_Macho,Perros_Hembra,Gatos_Macho,Gatos_Hembra,Mascota_Castrada,Donde_Castracion,Sabe_Castracion_Gratuita,Vacunadas,Desparasitadas,Sabe_Vacunas_Anuales,Como_Viven_Mascotas,Frecuencia_Callejeros,Animal_Perdido_Frecuente,Municipio_Presente,Humano_Responsable,Mascota_Gatos,Mascota_Perros,Vive_Salen_solos_a_la_calle,Vive_Tienen_identificador,Vive_Viven_dentro_de_su_hogar,CastEn_En_forma_particular,CastEn_Municipio,CastEn_No_se_encuentra_castrada.,Mun_Castraciones_Masivas,Mun_Control_de_identificación,Mun_Educación,Mun_No_es_necesaria_la_participación_del_municipio
2026-03-12 22:17:38,San Francisco,20 De Junio,Casa Propia,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Gatos;Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,0,0,1,1,0,1,0
2026-03-12 22:36:22,San Francisco,Roca,Casa En Alquiler,1.0,Perros,1.0,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos,Castraciones Masivas,Si,0,1,0,0,1,1,0,0,1,0,0,0
2026-03-12 22:54:02,San Francisco,Catedral,Departamento Propio,1.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,1,0,0,1,1,0,0
2026-03-13 07:33:59,San Francisco,Palmares,Casa Propia,5.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Un Poco,0,1,0,0,1,0,1,0,0,1,0,0
2026-03-13 10:06:29,San Francisco,Aires Del Golf,Casa Propia,5.0,Perros,4.0,,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Nunca,Perros,Control de identificación,Si,0,1,0,0,1,1,0,0,0,1,0,0
2026-03-13 11:36:24,San Francisco,Vélez Sársfield,Casa En Alquiler,4.0,Perros,,3.0,,,Si,En forma particular,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Si,0,1,0,0,1,1,0,0,0,1,0,0
2026-03-13 12:55:33,San Francisco,Catedral,Casa Propia,3.0,Gatos;Perros,1.0,2.0,1.0,,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación,Si,1,1,0,0,1,1,1,0,1,1,0,0
2026-03-13 12:58:45,San Francisco,Centro,Departamento Propio,2.0,Perros,1.0,,,,Si,Municipio,Si,Si,Si,No,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,1,1,0,1,0,1,1,1,0
2026-03-13 13:41:52,San Francisco,20 De Junio,Casa Propia,5.0,Gatos;Perros,2.0,,,1.0,Si,En forma particular;Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,1,1,0,0,1,1,1,0,1,0,0,0
2026-03-13 13:46:35,San Francisco,Barrio Parque,Casa Propia,5.0,Perros,,2.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,0,0,1,1,0,1,0
2026-03-13 13:52:11,San Francisco,José Hernández,Casa Propia,5.0,Perros,,1.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,0,1,0,0,1,0,0,1,1,0,0,0
2026-03-13 13:54:44,San Francisco,20 De Junio,Casa Propia,4.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,1,0,0,1,0,1,0
2026-03-13 13:59:14,San Francisco,Roca,Casa Propia,4.0,Gatos,,,,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Gatos,Castraciones Masivas,Si,1,0,0,0,1,1,0,0,1,0,0,0
2026-03-13 14:37:28,San Francisco,Roca,Casa En Alquiler,2.0,Gatos;Perros,,1.0,1.0,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,1,0,0,1,0,1,0
2026-03-13 15:06:14,San Francisco,Cotolengo,Casa Propia,2.0,Perros,2.0,,,,No,No se encuentra castrada.,No,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,1,1,1,0
2026-03-13 15:13:15,San Francisco,La Milka,Departamento Propio,,Perros,1.0,,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,1,1,1,0
2026-03-13 15:58:27,San Francisco,La Milka,Casa Propia,,Gatos,,,2.0,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación;Educación,Si,1,0,0,0,1,0,1,0,0,1,1,0
2026-03-13 15:59:28,San Francisco,La Milka,Departamento Propio,3.0,Gatos,,,2.0,1.0,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,0,1,0,1,0,1,0,1,1,1,0
2026-03-13 16:01:07,Córdoba,Nuevo Centro,Casa Propia,2.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Nunca,Perros,Castraciones Masivas;Control de identificación;Educación,Un Poco,0,1,0,0,1,0,0,1,1,1,1,0
2026-03-13 16:13:54,San Francisco,Catedral,Casa En Alquiler,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Un Poco,0,1,0,0,1,0,0,1,0,1,0,0
2026-03-13 16:19:26,San Francisco,Catedral,Casa En Alquiler,3.0,Perros,2.0,,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,1,0,0,1,0,1,0
2026-03-13 16:27:21,San Francisco,Bouchard,Casa Propia,2.0,Perros,,2.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación,Si,0,1,0,0,1,1,0,0,0,1,0,0
2026-03-13 16:29:09,San Francisco,Sarmiento,Casa En Alquiler,3.0,Gatos,,,1.0,,Si,Municipio,No,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,A Veces,Perros,Control de identificación;Educación,Un Poco,1,0,1,0,1,0,1,0,0,1,1,0
2026-03-13 16:31:26,San Francisco,La Milka,Casa Propia,2.0,Gatos;Perros,1.0,3.0,1.0,,Si,En forma particular;Municipio,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,1,1,0,1,1,1,1,0,1,1,0,0
2026-03-13 16:41:16,San Francisco,La Milka,Casa Propia,3.0,Perros,,1.0,,,Si,Municipio,Si,No,No,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,0,1,0,0,1,0,1,0,1,0,0,0
2026-03-13 16:42:15,San Francisco,Roca,Casa Propia,4.0,Gatos;Perros,1.0,1.0,1.0,2.0,Si,Municipio,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,1,1,0,1,1,0,1,0,1,0,1,0
2026-03-13 16:47:42,San Francisco,La Milka,Departamento Propio,2.0,Gatos,,,1.0,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Educación;No es necesaria la participación del municipio,Si,1,0,0,0,1,0,1,0,0,0,1,1
2026-03-13 17:03:54,San Francisco,La Milka,Casa Propia,4.0,Gatos;Perros,1.0,1.0,1.0,,Si,En forma particular;Municipio,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,1,1,1,1,0,1,1,1,0
2026-03-13 17:38:02,San Francisco,Barrio Parque,Casa Propia,3.0,Gatos;Perros,3.0,4.0,2.0,2.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-13 17:42:26,San Francisco,Palmares II,Casa Propia,3.0,Perros,6.0,,,,Si,Municipio,Si,Si,No,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,0,1,0,1,1,0,0
2026-03-13 17:44:21,San Francisco,Roca,Casa Propia,2.0,Perros,,2.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-13 17:56:45,San Francisco,Sarmiento,Casa Propia,1.0,Gatos,,,2.0,1.0,Si,Municipio,Si,Si,Si,Si,Salen solos a la calle,A Veces,Perros,Castraciones Masivas;Educación,Si,1,0,1,0,0,0,1,0,1,0,1,0
2026-03-13 18:11:11,San Francisco,Sarmiento,Casa En Alquiler,2.0,Gatos;Perros,2.0,2.0,2.0,1.0,Si,Municipio,Si,No,No,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Un Poco,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-13 18:13:34,San Francisco,El Prado,Casa Propia,2.0,Gatos;Perros,3.0,1.0,1.0,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,1,0,0,1,1,1,0
2026-03-13 18:31:44,San Francisco,Consolata,Casa En Alquiler,2.0,Gatos;Perros,,2.0,,1.0,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,1,1,0,1,1,1,0
2026-03-13 18:35:19,San Francisco,San Martín,Casa En Alquiler,5.0,Perros,1.0,2.0,,,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,1,0,1,0,1,0,1,0,1,0
2026-03-13 18:41:48,Córdoba,Manantiales,Casa Propia,2.0,Gatos;Perros,3.0,3.0,,1.0,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,1,1,0,1,0,1,0
2026-03-13 18:49:38,San Francisco,Palmares I,Casa Propia,4.0,Perros,1.0,1.0,,,Si,En forma particular;Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,1,1,0,1,0,1,0
2026-03-13 19:12:06,San Francisco,Vélez Sársfield,Casa Propia,1.0,Perros,2.0,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,1,0,0,1,0,1,0
2026-03-13 19:20:15,San Francisco,Consolata,Casa Propia,3.0,Gatos,,,1.0,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,0,0,0,1,0,1,0,1,0,1,0
2026-03-13 20:24:33,San Francisco,Cotolengo,Casa Propia,5.0,Perros,1.0,1.0,,,Si,En forma particular,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,0,0,1,1,0,0,1,0,0,0
2026-03-13 20:28:48,San Francisco,Roca,Casa Propia,3.0,Gatos;Perros,1.0,1.0,,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,0,1,0,1,0,1,0
2026-03-13 20:48:04,San Francisco,Roca,Casa Propia,2.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,1,1,1,0,0,1,1,1,0
2026-03-13 20:59:55,San Francisco,20 De Junio,Casa Propia,1.0,Gatos;Perros,,1.0,1.0,2.0,Si,En forma particular;Municipio,Si,Si,Si,No,Viven dentro de su hogar,Nunca,Perros,No es necesaria la participación del municipio,Si,1,1,0,0,1,1,1,0,0,0,0,1
2026-03-13 21:03:59,San Francisco,Palmares III,Casa En Alquiler,2.0,Gatos;Perros,1.0,1.0,1.0,1.0,Si,Municipio,Si,Si,Si,No,Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,1,1,0,1,0,1,1,1,0
2026-03-13 21:21:40,San Francisco,Brisas Del Sur,Casa Propia,3.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,1,1,1,0
2026-03-13 21:56:08,San Francisco,Catedral,Casa Propia,1.0,Perros,1.0,1.0,,,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,1,0,1,0,1,0,1,0,1,0
2026-03-13 22:08:20,San Francisco,Palmares,Casa Propia,1.0,Gatos,,,,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Control de identificación;Educación,Si,1,0,0,0,1,0,1,0,0,1,1,0
2026-03-13 22:49:09,Córdoba,Manantiales,Casa Propia,2.0,Gatos;Perros,3.0,3.0,,1.0,Si,En forma particular,Si,No,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Un Poco,1,1,0,0,1,1,0,0,1,1,1,0
2026-03-13 23:22:20,San Francisco,Villa Golf,Casa Propia,3.0,Perros,2.0,1.0,,,Si,En forma particular;Municipio,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,1,1,1,1,0,1,1,1,0
2026-03-13 23:55:15,San Francisco,José Hernández,Casa En Alquiler,3.0,Gatos;Perros,,3.0,2.0,2.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-14 06:48:32,San Francisco,Roca,Casa Propia,2.0,Perros,1.0,,1.0,,Si,En forma particular,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,1,1,1,0,0,1,1,1,0
2026-03-14 08:32:43,San Francisco,General Paz,Departamento Propio,1.0,Perros,2.0,1.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-14 09:16:08,San Francisco,Consolata,Casa Propia,4.0,Perros,1.0,1.0,,,Si,En forma particular,Si,Si,Si,Si,Salen solos a la calle;Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,0,1,1,1,1,1,0,0,1,0,1,0
2026-03-14 10:10:16,San Francisco,Sarmiento,Casa Propia,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Educación,Si,0,1,0,0,1,0,0,1,0,0,1,0
2026-03-14 10:13:50,San Francisco,Sarmiento,Casa Propia,3.0,Gatos;Perros,2.0,2.0,1.0,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,1,0,0,1,1,1,0
2026-03-14 10:16:30,San Francisco,Sarmiento,Casa Propia,2.0,Perros,,3.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,0,1,0,1,1,0,0
2026-03-14 10:35:06,San Francisco,Catedral,Casa En Alquiler,3.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,0,0,1,1,1,0,0
2026-03-14 10:58:31,San Francisco,Sarmiento,Casa Propia,3.0,Gatos;Perros,,1.0,1.0,1.0,Si,Municipio,Si,Si,No,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,1,1,0,0,1,0,1,0,1,1,0,0
2026-03-14 11:01:28,Josefina,Otro,Casa Propia,4.0,Gatos;Perros,2.0,,1.0,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Si,1,1,0,0,1,0,1,0,0,1,0,0
2026-03-14 11:05:46,San Francisco,Sarmiento,Casa Propia,3.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas,Si,0,1,0,0,1,1,0,0,1,0,0,0
2026-03-14 11:34:18,Frontera,Francucci,Casa Propia,4.0,Perros,2.0,2.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,0,0,1,0,1,0,1,0,0,0
2026-03-14 12:16:18,San Francisco,Palmares,Casa En Alquiler,2.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,0,1,1,0,1,0,1,0,0,0
2026-03-14 13:49:25,San Francisco,Palmares III,Casa Propia,4.0,Gatos,,,2.0,,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Gatos,Castraciones Masivas;Educación,Si,1,0,0,0,1,1,1,0,1,0,1,0
2026-03-14 13:53:50,San Francisco,Sarmiento,Departamento En Alquiler,4.0,Perros,1.0,,,,No,No se encuentra castrada.,No,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,1,1,1,0
2026-03-14 14:03:05,San Francisco,Palmares II,Casa En Alquiler,1.0,Perros,,2.0,,,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,1,1,0,1,1,0,0
2026-03-14 14:07:23,San Francisco,Sarmiento,Casa Propia,1.0,Gatos,,,3.0,2.0,Si,En forma particular,Si,Si,Si,Si,Salen solos a la calle,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,0,1,0,0,1,0,0,1,1,1,0
2026-03-14 14:19:09,San Francisco,Bouchard,Casa Propia,5.0,Gatos;Perros,1.0,1.0,1.0,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,0,1,1,0
2026-03-14 14:24:36,San Francisco,Sarmiento,Casa Propia,4.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,0,1,1,0
2026-03-14 15:38:22,San Francisco,Sarmiento,Casa En Alquiler,4.0,Gatos;Perros,,1.0,,2.0,Si,En forma particular;Municipio,Si,Si,Si,Si,Salen solos a la calle;Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,1,1,1,1,1,0,1,1,1,0
2026-03-14 15:46:46,San Francisco,Cotolengo,Casa En Alquiler,2.0,Perros,1.0,1.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación,Si,0,1,0,0,1,0,1,0,0,1,0,0
2026-03-14 16:54:27,San Francisco,Catedral,Casa Propia,4.0,Perros,,2.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación,Si,0,1,0,0,1,1,0,0,0,1,0,0
2026-03-14 17:38:47,San Francisco,Vélez Sársfield,Departamento En Alquiler,4.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Si,0,1,0,0,1,0,1,0,0,1,0,0
2026-03-14 20:01:29,San Francisco,Roca,Departamento En Alquiler,,Gatos,,,,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,0,0,0,1,1,0,0,1,1,1,0
2026-03-14 20:39:35,San Francisco,La Milka,Casa Propia,4.0,Gatos;Perros,1.0,,1.0,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos,Castraciones Masivas,Si,1,1,0,0,1,0,1,0,1,0,0,0
2026-03-14 22:50:06,San Francisco,Roca,Casa En Alquiler,3.0,Gatos,,,,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,0,0,0,1,0,1,0,1,1,1,0
2026-03-15 08:21:41,San Francisco,Catedral,Casa Propia,3.0,Gatos;Perros,1.0,1.0,1.0,4.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-15 10:30:13,San Francisco,Las Rosas,Casa Propia,2.0,Gatos;Perros,1.0,1.0,2.0,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,1,0,0,1,0,1,0
2026-03-15 10:43:41,San Francisco,José Hernández,Casa En Alquiler,4.0,Gatos;Perros,1.0,,1.0,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación,Si,1,1,0,0,1,1,0,0,0,1,0,0
2026-03-15 12:22:34,San Francisco,Altos Del Prado,Casa Propia,4.0,Perros,,1.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Salen solos a la calle;Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación,Si,0,1,1,1,1,0,0,1,1,1,0,0
2026-03-15 15:35:29,San Francisco,Las Rosas,Casa Propia,3.0,Gatos,,,1.0,,Si,En forma particular,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,1,0,0,1,1,1,0,0,1,0,0,0
2026-03-16 00:10:49,San Francisco,Catedral,Casa En Alquiler,2.0,Gatos;Perros,,1.0,2.0,,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,Nunca,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,1,0,1,0,1,0,1,1,1,0
2026-03-16 08:57:36,San Francisco,La Milka,Casa Propia,2.0,Perros,6.0,6.0,,,Si,Municipio,Si,No,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 09:22:52,San Francisco,Independencia,Casa Propia,4.0,Gatos;Perros,,1.0,,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,1,0,0,1,1,1,0
2026-03-16 09:27:42,San Francisco,Maipú,Casa Propia,3.0,Perros,1.0,1.0,,,Si,Municipio,Si,Si,Si,Si,Salen solos a la calle;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación,Si,0,1,1,0,1,0,1,0,1,1,0,0
2026-03-16 09:29:43,San Francisco,20 De Junio,Casa Propia,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Educación,Si,0,1,0,0,1,0,0,1,0,0,1,0
2026-03-16 09:30:39,San Francisco,Sarmiento,Casa Propia,3.0,Perros,1.0,1.0,,,Si,Municipio,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,1,1,0,1,0,1,1,1,0
2026-03-16 09:30:40,San Francisco,La Milka,Casa Propia,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación,Si,0,1,1,0,1,0,0,1,0,1,0,0
2026-03-16 09:31:43,San Francisco,Las 400,Casa Propia,2.0,Perros,2.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,0,0,1,1,0,1,0
2026-03-16 09:37:36,San Francisco,Hospital,Casa En Alquiler,3.0,Perros,1.0,,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación,Si,0,1,0,0,1,0,1,0,0,1,0,0
2026-03-16 09:37:44,San Francisco,Palmares II,Casa Propia,2.0,Gatos;Perros,1.0,4.0,,2.0,No,En forma particular,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,1,1,0,0,1,1,0,0,1,1,0,0
2026-03-16 09:43:11,San Francisco,Sarmiento,Casa Propia,3.0,Gatos,,,1.0,,Si,En forma particular,Si,Si,No,Si,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,0,1,0,1,1,0,0,1,1,1,0
2026-03-16 09:43:37,San Francisco,Sarmiento,Casa En Alquiler,4.0,Perros,1.0,,,,Si,Municipio,Si,No,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,0,0,1,0,1,0,1,0,0,0
2026-03-16 09:43:42,San Francisco,Maipú,Casa Propia,4.0,Gatos;Perros,1.0,1.0,,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas,Si,1,1,0,0,1,1,0,0,1,0,0,0
2026-03-16 09:44:33,San Francisco,Roca,Casa Propia,2.0,Perros,1.0,,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Si,0,1,0,0,1,1,0,0,0,1,0,0
2026-03-16 09:45:00,San Francisco,Las 400,Casa En Alquiler,2.0,Perros,1.0,1.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Educación,Un Poco,0,1,0,0,1,0,1,0,0,0,1,0
